id,customer_state,customer_account_duration,customer_area_code,has_international_plan,has_voice_mail_plan,voice_mail_message_count,daytime_total_minutes,daytime_total_calls,daytime_total_charges,evening_total_minutes,evening_total_calls,evening_total_charges,nighttime_total_minutes,nighttime_total_calls,nighttime_total_charges,intl_total_minutes,intl_total_calls,intl_total_charges,customer_service_call_count,churn
2618,PA,83.0,,,False,0.0,240.4,113.0,39.55,164.5,103.0,,251.3,,11.37,7.8,6.0,2.11,,0
2619,LA,53.0,area_code_415,0,False,,140.9,116.0,24.13,228.0,82.0,19.43,206.8,95.0,,,5.0,,2.0,0
2620,FL,142.0,,0,,26.0,221.1,94.0,34.71,239.3,126.0,,249.4,109.0,,,9.0,1.59,,0
2621,MD,102.0,415,No,False,0.0,569.4,80.0,94.87,407.1,133.0,,166.8,105.0,,10.3,5.0,,2.0,0
2622,UNKNOWN,88.0,area_code_408,0,False,,233.9,89.0,41.87,163.3,89.0,,143.5,,6.51,5.4,2.0,1.46,,0
2623,NJ,114.0,area_code_408,False,False,0.0,195.0,113.0,32.62,379.2,97.0,31.62,236.8,119.0,9.8,8.1,6.0,,7.0,0
2624,DE,,,NO,False,0.0,189.3,,,279.7,105.0,24.09,160.9,105.0,7.53,10.8,4.0,2.92,,0
2625,NM,72.0,area_code_415,no,False,0.0,,111.0,31.32,,103.0,19.84,281.1,95.0,,4.4,3.0,1.19,5.0,0
2626,UT,169.0,408,False,,0.0,,96.0,29.12,166.9,120.0,,198.4,112.0,,13.7,6.0,3.7,3.0,0
2627,NE,67.0,area_code_415,,False,,123.7,77.0,20.61,217.5,95.0,18.47,151.5,111.0,6.65,13.1,,3.54,0.0,0
2628,ND,82.0,,0,True,29.0,,77.0,25.62,,112.0,,78.8,95.0,,8.8,2.0,2.38,6.0,0
2629,UT,59.0,area_code_510,,False,0.0,158.8,79.0,28.63,,123.0,,170.1,,8.27,8.7,4.0,2.35,1.0,0
2630,NM,,area_code_408,no,False,0.0,250.2,91.0,40.17,,70.0,10.27,305.6,,13.19,12.0,5.0,3.24,0.0,0
2631,NY,84.0,area_code_415,0,False,0.0,204.3,72.0,37.14,,92.0,,,79.0,7.01,11.9,2.0,3.21,2.0,0
2632,VA,113.0,area_code_408,FALSE,True,34.0,43.2,63.0,6.89,141.0,82.0,,170.5,118.0,,13.3,3.0,3.59,1.0,0
2633,MD,106.0,area_510,FALSE,False,,,95.0,,152.3,70.0,12.25,376.0,124.0,16.13,,5.0,3.29,4.0,0
2634,IL,183.0,area_code_510,,False,0.0,,,18.79,174.5,116.0,15.93,180.4,109.0,8.11,13.5,2.0,3.65,1.0,0
2635,NH,116.0,area_code_408,no,True,,,,84.71,195.0,90.0,16.12,167.6,89.0,6.99,6.0,,1.62,2.0,0
2636,MN,49.0,area_code_415,NO,False,0.0,,86.0,,193.7,85.0,14.75,154.6,82.0,6.41,,2.0,2.3,2.0,0
2637,LA,111.0,area_code_408,0,True,33.0,157.6,122.0,25.61,207.1,123.0,17.24,184.1,,8.2,,8.0,2.92,1.0,0
2638,AL,,area_code_408,FALSE,True,30.0,183.9,107.0,,,101.0,42.48,,,7.05,11.5,5.0,3.11,1.0,0
2639,AR,138.0,area_code_408,No,True,33.0,207.0,91.0,36.63,304.9,97.0,24.61,259.4,64.0,11.85,8.1,2.0,2.19,0.0,0
2640,WA,46.0,area_510,NO,False,0.0,86.1,108.0,14.56,,77.0,,,111.0,6.24,12.7,2.0,3.43,,0
2641,UNKNOWN,,area_415,NO,False,0.0,,,,146.7,70.0,12.67,,,,,6.0,2.84,1.0,0
2642,ID,113.0,area_code_408,False,False,,,,,382.9,,30.11,173.6,94.0,7.34,9.9,4.0,2.67,4.0,0
2643,UNKNOWN,70.0,area_510,false,False,0.0,120.8,,21.01,143.8,106.0,,251.7,96.0,11.28,9.6,2.0,2.59,,0
2644,OR,174.0,area_code_415,NO,False,0.0,226.7,102.0,35.93,350.4,,,296.5,,,5.7,2.0,1.54,0.0,1
2645,AR,87.0,408,0,False,0.0,399.6,119.0,64.18,191.0,83.0,16.4,200.4,96.0,9.03,6.6,4.0,1.78,4.0,0
2646,UNKNOWN,65.0,,no,False,0.0,136.1,137.0,19.99,,83.0,17.68,211.8,111.0,,12.7,6.0,,4.0,1
2647,NY,61.0,area_code_415,0,True,36.0,,97.0,73.21,169.5,133.0,15.18,340.5,83.0,,9.5,4.0,2.57,1.0,0
2648,UNKNOWN,180.0,area_code_415,False,True,33.0,230.1,78.0,40.52,460.7,79.0,39.07,210.7,121.0,9.57,7.6,4.0,,1.0,0
2649,UNKNOWN,106.0,,True,False,0.0,,45.0,23.15,,107.0,16.26,183.7,,,,2.0,2.89,1.0,1
2650,UNKNOWN,129.0,415,false,False,0.0,159.6,,,258.3,97.0,21.9,184.2,126.0,8.37,,2.0,3.27,,0
2651,CT,100.0,,,,0.0,419.0,130.0,73.35,,69.0,15.03,64.5,122.0,2.87,7.3,1.0,,,0
2652,VT,38.0,415,0,False,0.0,145.0,86.0,22.02,,76.0,22.88,,77.0,7.07,14.1,3.0,3.81,,0
2653,UNKNOWN,68.0,area_code_408,1,False,0.0,207.8,126.0,32.49,220.6,,,201.7,121.0,8.06,14.5,,3.92,1.0,1
2654,UNKNOWN,,510,NO,False,,140.7,116.0,22.93,452.6,138.0,37.05,178.3,110.0,,9.6,,,3.0,0
2655,NM,112.0,area_code_415,False,False,0.0,80.0,94.0,13.4,388.9,112.0,,141.1,,,8.6,18.0,2.32,4.0,0
2656,RI,60.0,,NO,False,0.0,,94.0,41.1,,72.0,,231.9,94.0,11.47,10.1,,2.73,1.0,1
2657,RI,150.0,,,True,,222.0,77.0,39.03,156.0,52.0,14.69,144.0,113.0,,6.6,1.0,1.78,,0
2658,IL,74.0,area_code_408,false,False,0.0,,,45.93,202.2,110.0,17.44,207.6,117.0,,10.9,11.0,2.94,,0
2659,UNKNOWN,54.0,area_415,False,,0.0,,,53.99,220.0,87.0,19.0,151.1,72.0,,11.1,6.0,3.0,,0
2660,KS,120.0,510,0,False,0.0,305.0,110.0,53.67,195.7,103.0,,157.7,,7.48,10.0,5.0,2.7,,0
2661,MD,90.0,415,0,False,0.0,,122.0,,127.5,154.0,10.29,,109.0,10.81,10.1,5.0,2.73,2.0,0
2662,NV,160.0,area_code_415,0,False,0.0,174.2,90.0,32.55,421.3,,36.95,261.5,95.0,12.91,9.2,4.0,2.48,,0
2663,CO,,area_code_408,0,True,30.0,197.5,,35.89,72.1,77.0,,184.0,77.0,,,3.0,1.57,3.0,1
2664,UNKNOWN,75.0,area_code_415,0,True,42.0,443.0,93.0,69.76,421.2,108.0,31.62,,91.0,4.37,11.2,,3.02,1.0,0
2665,KS,84.0,,No,False,0.0,239.1,86.0,41.22,,105.0,45.08,,108.0,9.72,14.3,3.0,,,1
2666,UT,121.0,area_code_415,,True,,431.4,,77.06,245.7,92.0,22.3,,108.0,7.17,9.6,3.0,,1.0,0
2667,NH,130.0,area_408,0,False,0.0,65.7,86.0,10.83,,,28.86,168.2,,7.19,,4.0,2.81,,0
2668,SD,148.0,area_code_408,0,False,0.0,175.6,87.0,,177.7,96.0,15.44,166.2,104.0,,9.5,13.0,,,0
2669,NY,181.0,area_415,1,False,0.0,,83.0,27.88,122.6,83.0,10.75,420.6,,19.32,,3.0,3.81,0.0,1
2670,UNKNOWN,44.0,,No,False,0.0,,117.0,31.39,215.0,94.0,15.74,162.9,84.0,6.69,,5.0,2.89,0.0,0
2671,UNKNOWN,,area_code_408,0,False,0.0,166.5,99.0,29.79,,64.0,24.6,115.1,,5.71,9.7,7.0,2.62,2.0,0
2672,TN,61.0,area_code_415,0,True,38.0,134.4,108.0,23.27,55.5,120.0,,201.7,160.0,,9.7,1.0,2.62,8.0,0
2673,UNKNOWN,53.0,area_code_415,0,,0.0,126.4,113.0,19.84,,,15.72,426.0,108.0,18.53,12.9,7.0,3.48,2.0,0
2674,WV,88.0,510,NO,False,,,,23.59,169.9,128.0,15.68,185.3,,8.75,7.9,2.0,,5.0,1
2675,CO,141.0,area_code_415,false,False,,,98.0,22.95,191.2,62.0,16.28,142.4,,6.75,8.0,2.0,2.16,1.0,0
2676,AL,,,0,False,0.0,152.7,83.0,26.42,224.6,85.0,18.55,,129.0,,12.0,7.0,3.24,,0
2677,AL,25.0,,FALSE,False,0.0,260.4,80.0,44.48,,66.0,23.61,,80.0,,8.4,4.0,2.27,1.0,1
2678,UNKNOWN,95.0,area_code_415,False,False,0.0,,103.0,29.13,,,23.95,231.9,117.0,,14.0,2.0,3.78,,0
2679,GA,71.0,area_code_415,No,False,0.0,249.5,132.0,47.77,124.0,119.0,11.72,180.5,,8.93,9.7,8.0,2.62,6.0,0
2680,RI,63.0,415,No,False,0.0,,126.0,33.57,239.7,98.0,,227.7,73.0,,10.6,3.0,2.86,0.0,0
2681,RI,120.0,area_415,,True,23.0,235.1,114.0,41.26,260.5,84.0,23.68,254.3,117.0,,,5.0,1.94,2.0,0
2682,IL,,area_code_510,Yes,False,0.0,158.2,,27.49,,66.0,,144.2,93.0,,2.1,4.0,0.57,1.0,0
2683,UNKNOWN,70.0,area_code_408,no,False,0.0,144.9,110.0,24.93,,90.0,22.43,151.0,,6.74,8.9,4.0,2.4,0.0,0
2684,WY,80.0,area_code_510,No,,0.0,101.4,121.0,18.15,267.3,110.0,,134.9,74.0,6.54,7.3,5.0,,,0
2685,PA,28.0,area_415,false,False,,161.6,87.0,29.12,154.0,92.0,14.0,192.9,,,10.1,3.0,2.73,,0
2686,ID,88.0,,no,,,,65.0,8.89,235.0,121.0,19.41,179.6,,7.46,,4.0,3.05,,0
2687,HI,83.0,area_415,No,False,0.0,,101.0,57.05,188.6,38.0,16.34,275.0,91.0,12.38,11.4,3.0,,,0
2688,KS,164.0,area_code_510,False,,30.0,251.2,100.0,43.58,233.2,121.0,20.98,209.9,66.0,9.96,13.2,8.0,3.56,1.0,0
2689,OK,134.0,area_code_408,NO,True,10.0,162.3,,25.93,,94.0,7.41,203.5,,8.59,,3.0,2.7,,0
2690,UNKNOWN,59.0,area_code_510,0,False,0.0,181.9,100.0,34.03,,133.0,10.39,220.3,115.0,,,4.0,2.0,0.0,0
2691,WV,,,No,,0.0,,113.0,15.4,,91.0,20.33,281.9,,,15.6,16.0,4.21,,0
2692,TN,108.0,,,True,34.0,159.1,,,177.4,117.0,,263.4,76.0,11.44,9.6,3.0,2.59,4.0,1
2693,WV,191.0,,False,False,,157.6,104.0,29.06,417.8,120.0,,207.5,83.0,9.99,10.9,7.0,2.94,,0
2694,MT,97.0,,no,True,15.0,,97.0,20.31,201.3,126.0,16.96,,113.0,,6.4,3.0,1.73,,0
2695,AL,93.0,area_code_408,False,False,0.0,266.2,114.0,44.99,526.6,,42.48,261.8,90.0,11.68,11.3,3.0,3.05,,1
2696,TN,,area_code_510,Yes,False,0.0,167.3,114.0,28.02,285.0,127.0,,199.3,48.0,8.64,11.4,3.0,,1.0,0
2697,MN,,,0,True,31.0,216.5,117.0,32.97,247.8,77.0,18.65,182.8,99.0,,14.0,8.0,3.78,5.0,0
2698,IA,197.0,area_code_415,False,False,0.0,222.5,96.0,40.47,228.5,111.0,,,109.0,,9.5,3.0,2.57,0.0,0
2699,NE,124.0,area_code_415,false,False,0.0,,98.0,30.37,189.0,93.0,16.39,220.6,105.0,9.71,8.1,4.0,2.19,4.0,0
2700,AZ,100.0,,No,True,26.0,147.4,,25.61,131.3,146.0,11.48,212.0,104.0,,15.9,5.0,4.29,,0
2701,FL,36.0,area_code_510,,False,0.0,201.6,77.0,30.77,159.0,108.0,,,133.0,9.07,7.3,2.0,1.97,6.0,0
2702,UNKNOWN,,,false,False,0.0,430.2,85.0,68.89,,86.0,25.13,178.6,124.0,7.51,7.4,8.0,2.0,,0
2703,TN,161.0,415,No,False,0.0,,90.0,47.96,179.6,102.0,15.5,221.6,,9.65,9.3,2.0,,1.0,0
2704,UNKNOWN,,area_code_415,,False,0.0,285.2,,47.83,172.9,119.0,14.35,151.1,79.0,6.95,2.2,4.0,0.59,5.0,0
2705,UNKNOWN,64.0,415,yes,False,,,,59.95,262.7,79.0,21.57,272.3,102.0,12.6,13.3,9.0,3.59,1.0,1
2706,NV,148.0,area_code_415,NO,False,0.0,428.4,104.0,81.52,209.4,87.0,,280.8,99.0,13.74,7.9,2.0,2.13,2.0,1
2707,NH,127.0,area_code_415,No,False,0.0,437.5,,67.02,183.5,73.0,,91.0,49.0,,9.7,5.0,2.62,,0
2708,GA,155.0,510,0,False,0.0,71.3,90.0,13.16,311.0,119.0,28.13,180.4,,8.97,8.6,4.0,2.32,1.0,0
2709,UNKNOWN,100.0,area_code_510,No,False,,122.7,87.0,17.83,318.9,56.0,,,77.0,6.93,,4.0,1.92,1.0,0
2710,AZ,76.0,,0,True,12.0,103.1,100.0,16.4,186.2,119.0,15.62,173.7,,7.81,,3.0,4.08,1.0,0
2711,KS,52.0,,0,,,161.7,,30.2,512.3,,,218.1,124.0,10.31,12.2,6.0,3.29,0.0,0
2712,TX,50.0,area_code_510,,False,,183.6,94.0,31.31,208.5,104.0,,,124.0,,,8.0,3.13,,0
2713,MD,86.0,area_408,false,False,0.0,480.9,88.0,74.0,,,17.99,254.2,,,13.0,3.0,3.51,4.0,0
2714,OR,89.0,area_code_415,FALSE,True,12.0,186.4,,30.39,159.1,,12.23,,132.0,,10.5,3.0,2.84,2.0,0
2715,UNKNOWN,,area_code_415,False,True,26.0,,,23.65,,105.0,11.46,259.9,,11.81,13.0,5.0,3.51,2.0,0
2716,NY,98.0,,NO,False,,,120.0,23.66,189.6,84.0,15.61,174.2,94.0,7.91,,4.0,3.21,4.0,1
2717,CO,92.0,area_code_415,0,False,0.0,182.6,60.0,,253.5,73.0,23.7,,,11.47,12.3,6.0,3.32,,1
2718,FL,113.0,area_code_415,FALSE,False,0.0,343.2,,55.54,235.3,70.0,17.69,215.7,,8.96,13.6,,3.67,1.0,1
2719,RI,87.0,area_code_415,False,False,0.0,138.2,112.0,25.98,428.0,62.0,39.38,171.5,65.0,8.29,15.1,7.0,4.08,1.0,0
2720,VA,143.0,510,No,False,0.0,184.5,113.0,28.88,169.1,59.0,12.97,,,6.77,9.2,,,1.0,0
2721,MA,98.0,area_code_415,FALSE,False,,,76.0,28.76,151.1,75.0,11.43,164.3,127.0,6.78,12.0,1.0,3.24,,1
2722,SC,111.0,,No,False,,,103.0,16.99,133.2,102.0,10.57,191.1,,7.72,7.7,6.0,,2.0,0
2723,DE,122.0,area_code_510,False,False,0.0,,,55.79,175.9,122.0,16.55,192.9,59.0,,8.5,5.0,,4.0,1
2724,KY,119.0,area_code_510,FALSE,False,,,,41.53,,107.0,15.21,159.7,,,11.2,6.0,3.02,1.0,0
2725,KS,74.0,,false,False,0.0,298.7,113.0,52.35,260.1,121.0,23.8,134.7,94.0,6.62,,6.0,,0.0,1
2726,GA,,area_code_510,,False,,224.7,103.0,39.72,,121.0,20.18,267.9,110.0,13.34,,3.0,2.59,2.0,0
2727,DE,87.0,,No,True,28.0,203.8,,36.27,468.5,,41.05,182.4,,,14.7,6.0,3.97,1.0,0
2728,MS,76.0,area_code_408,False,False,0.0,204.9,82.0,32.42,,109.0,16.87,138.6,79.0,,14.4,3.0,3.89,0.0,0
2729,UNKNOWN,102.0,,0,False,0.0,183.3,133.0,34.33,168.4,94.0,15.51,,105.0,11.08,6.8,8.0,1.84,5.0,0
2730,RI,116.0,area_code_510,0,False,0.0,422.6,126.0,74.38,119.9,,11.16,,64.0,6.41,12.4,,,,0
2731,NY,209.0,415,FALSE,False,0.0,,105.0,26.57,186.3,87.0,16.3,202.1,,9.19,,,2.89,0.0,0
2732,ID,174.0,area_408,False,False,0.0,,97.0,30.73,166.7,94.0,13.59,163.6,54.0,,,4.0,,1.0,0
2733,AZ,192.0,area_code_415,No,True,36.0,148.8,77.0,,426.1,126.0,35.28,280.8,83.0,12.31,,6.0,2.67,2.0,0
2734,WA,,area_code_408,false,False,0.0,283.6,110.0,44.17,54.0,,4.26,250.5,119.0,,10.9,,,0.0,0
2735,UNKNOWN,89.0,area_code_415,0,False,0.0,255.9,71.0,41.07,226.0,109.0,18.06,227.1,84.0,10.36,6.3,3.0,1.7,3.0,0
2736,UNKNOWN,102.0,,YES,False,0.0,234.2,103.0,,,,36.13,145.8,106.0,6.12,12.8,3.0,3.46,,0
2737,HI,,area_415,No,False,0.0,151.1,85.0,27.4,,91.0,17.14,,133.0,,7.7,7.0,2.08,5.0,0
2738,AK,110.0,area_code_415,0,False,0.0,,95.0,26.5,382.4,98.0,33.61,,106.0,9.74,6.9,,,0.0,0
2739,OK,125.0,area_415,No,True,36.0,,117.0,,42.5,78.0,3.44,128.4,104.0,5.42,5.4,3.0,,1.0,0
2740,UNKNOWN,108.0,area_code_415,NO,False,0.0,170.3,,28.08,193.2,76.0,14.89,307.8,,,14.6,,,0.0,0
2741,UNKNOWN,47.0,area_415,false,True,,322.8,88.0,53.63,188.7,106.0,15.58,247.6,103.0,10.28,,10.0,2.84,,0
2742,NJ,127.0,area_code_510,FALSE,False,,,107.0,79.06,132.5,121.0,10.19,,110.0,10.46,11.3,,,,0
2743,NC,127.0,area_code_510,No,False,,139.4,79.0,22.84,388.6,,33.86,116.2,,,,2.0,4.05,,0
2744,WI,,415,,False,,,126.0,38.47,145.2,107.0,12.19,95.7,123.0,4.26,,,,,0
2745,UNKNOWN,163.0,408,No,False,0.0,205.3,109.0,33.59,198.6,,17.27,,80.0,9.32,,10.0,,,0
2746,UNKNOWN,45.0,area_415,No,False,0.0,353.2,80.0,60.27,207.5,135.0,,,87.0,10.14,,11.0,3.24,,0
2747,SC,1.0,,NO,False,,125.7,113.0,19.06,,,18.18,72.5,81.0,2.98,3.7,,1.0,2.0,0
2748,RI,87.0,area_code_510,true,False,0.0,,80.0,,169.5,71.0,,170.9,102.0,8.52,10.7,,2.89,0.0,0
2749,NJ,85.0,area_code_510,NO,False,,,130.0,66.04,299.4,,22.32,252.6,77.0,,13.0,3.0,3.51,,0
2750,MA,132.0,408,false,True,36.0,287.3,93.0,42.62,367.6,75.0,30.57,,,,,,3.7,5.0,0
2751,WY,76.0,area_code_415,False,False,0.0,,148.0,47.27,239.8,69.0,20.67,174.3,101.0,8.11,11.4,5.0,3.08,,1
2752,AL,146.0,area_code_415,False,True,,,80.0,60.26,184.1,,15.58,,,6.59,8.2,4.0,2.21,3.0,0
2753,ID,145.0,area_code_415,,False,,316.8,,50.81,177.1,109.0,,168.5,132.0,7.04,,3.0,1.84,2.0,0
2754,MN,46.0,area_code_415,0,False,0.0,221.3,72.0,33.45,,104.0,26.65,179.4,113.0,7.34,8.2,3.0,2.21,7.0,0
2755,UNKNOWN,139.0,area_code_510,False,True,23.0,151.6,,24.18,244.5,96.0,18.95,256.4,112.0,,13.7,2.0,3.7,0.0,0
2756,VA,86.0,area_415,False,False,0.0,125.9,,,,,18.29,215.5,125.0,,11.4,5.0,,0.0,0
2757,UNKNOWN,137.0,area_code_415,No,False,0.0,88.0,,15.12,262.2,115.0,23.27,193.8,,,10.3,2.0,2.78,,0
2758,NC,101.0,area_code_415,NO,False,0.0,186.6,114.0,30.88,186.1,123.0,15.78,154.8,,6.87,11.5,6.0,3.11,,0
2759,UNKNOWN,60.0,415,0,False,0.0,242.1,91.0,35.22,164.6,67.0,12.1,,76.0,,13.2,3.0,3.56,,0
2760,NM,69.0,415,NO,False,0.0,,110.0,18.28,,107.0,,187.0,66.0,8.15,10.2,,2.75,2.0,0
2761,IL,85.0,415,,True,29.0,144.1,97.0,25.09,,102.0,12.15,462.9,148.0,21.43,10.9,,2.94,1.0,0
2762,TX,,area_code_408,0,True,22.0,218.9,102.0,35.45,350.9,86.0,28.28,142.7,123.0,6.24,7.2,3.0,,,0
2763,AZ,134.0,area_code_415,no,,40.0,138.8,105.0,23.8,93.4,61.0,7.38,291.5,96.0,12.79,10.8,6.0,2.92,1.0,0
2764,WV,,415,True,False,0.0,169.4,,30.28,,98.0,,206.1,,9.7,5.3,9.0,1.43,1.0,0
2765,UNKNOWN,,,0,,,193.2,84.0,30.92,163.6,113.0,13.13,244.3,145.0,9.92,12.0,6.0,3.24,1.0,0
2766,VT,72.0,415,NO,True,,,113.0,22.07,249.5,83.0,20.78,132.6,118.0,5.72,8.2,,2.21,2.0,0
2767,UNKNOWN,103.0,area_code_415,NO,True,28.0,124.9,105.0,22.37,287.0,100.0,24.99,159.9,76.0,7.85,7.7,,2.08,2.0,0
2768,UNKNOWN,169.0,area_415,False,False,0.0,,79.0,37.7,,85.0,10.95,216.6,97.0,9.35,13.3,,3.59,1.0,0
2769,PA,,area_code_510,No,False,0.0,489.9,111.0,81.48,,93.0,38.71,231.6,58.0,10.59,8.5,2.0,,2.0,0
2770,VT,122.0,,TRUE,False,0.0,141.5,114.0,,470.6,98.0,39.47,155.7,,6.55,10.0,4.0,2.7,,0
2771,NV,,area_code_415,,False,0.0,,61.0,30.8,178.5,88.0,16.56,459.7,131.0,22.82,6.8,7.0,1.84,4.0,1
2772,KY,74.0,area_code_415,false,True,35.0,160.6,104.0,28.72,129.9,,,204.2,,9.97,,9.0,2.94,2.0,0
2773,NC,83.0,510,false,True,36.0,90.7,87.0,16.23,,105.0,22.15,231.1,109.0,10.25,,4.0,3.59,0.0,0
2774,CA,149.0,415,0,False,0.0,,116.0,124.22,168.8,83.0,15.36,144.7,98.0,7.07,7.6,3.0,2.05,,0
2775,PA,101.0,area_code_415,YES,False,0.0,184.7,,33.54,191.5,98.0,16.15,227.1,100.0,,11.6,8.0,3.13,0.0,0
2776,KS,,,No,False,0.0,140.0,98.0,25.51,234.2,103.0,,241.1,113.0,11.65,,3.0,3.16,3.0,0
2777,UNKNOWN,93.0,area_code_408,no,,0.0,189.5,93.0,28.37,184.4,65.0,14.94,256.9,88.0,10.6,12.1,5.0,3.27,1.0,0
2778,NM,29.0,415,No,False,,274.5,112.0,43.03,79.5,60.0,,,,8.48,10.7,5.0,2.89,1.0,0
2779,NJ,,,FALSE,False,0.0,225.9,89.0,34.82,,,6.99,199.5,79.0,,12.9,5.0,3.48,0.0,0
2780,ME,146.0,area_code_415,0,False,0.0,,113.0,29.51,,107.0,16.99,282.7,,12.6,11.6,3.0,,,0
2781,WA,132.0,,0,False,,245.5,115.0,38.67,357.5,91.0,30.31,135.2,122.0,5.68,,6.0,,,0
2782,UNKNOWN,108.0,,0,False,0.0,400.8,102.0,60.46,222.9,127.0,,252.6,104.0,10.52,10.6,6.0,2.86,0.0,0
2783,TX,114.0,415,No,False,0.0,,118.0,14.04,,86.0,39.01,195.7,95.0,8.48,14.5,,3.92,1.0,0
2784,NY,142.0,area_code_415,,False,0.0,141.0,,25.13,197.9,,,214.1,96.0,9.79,10.9,,2.94,1.0,0
2785,UNKNOWN,98.0,area_code_408,false,False,0.0,212.4,,34.76,,64.0,21.53,135.8,60.0,6.11,,4.0,2.81,2.0,0
2786,UNKNOWN,68.0,area_code_408,NO,,0.0,407.5,,61.65,139.3,144.0,,201.9,101.0,8.52,,4.0,2.92,2.0,0
2787,AR,109.0,area_510,No,False,0.0,180.8,101.0,29.1,,82.0,,119.6,,5.38,,4.0,,7.0,0
2788,IL,21.0,415,No,False,0.0,,78.0,25.33,,,9.51,245.1,108.0,11.36,,7.0,1.84,0.0,0
2789,DC,,408,0,False,0.0,,73.0,,245.1,81.0,22.62,233.9,69.0,11.04,,3.0,2.32,2.0,1
2790,DE,50.0,,False,True,,,75.0,26.36,446.8,74.0,41.05,213.2,101.0,10.27,,3.0,3.56,2.0,0
2791,TN,74.0,area_code_415,false,True,25.0,527.3,113.0,87.11,,82.0,22.12,244.1,77.0,10.63,,4.0,3.7,3.0,0
2792,WV,74.0,408,0,False,0.0,468.5,,79.13,209.3,105.0,18.69,241.9,,,16.1,4.0,,4.0,0
2793,MN,50.0,415,False,False,0.0,151.1,90.0,24.55,,72.0,,184.8,111.0,7.5,,2.0,1.65,1.0,0
2794,OR,12.0,,,False,0.0,,98.0,33.07,484.8,90.0,37.08,,,7.79,9.8,7.0,,2.0,0
2795,NJ,,area_code_415,No,False,0.0,499.8,95.0,,,88.0,,221.2,111.0,9.2,7.7,2.0,2.08,,0
2796,UNKNOWN,64.0,area_code_510,No,False,,49.7,91.0,8.15,320.7,78.0,24.88,251.5,114.0,10.88,13.7,5.0,,2.0,0
2797,IN,49.0,415,,True,,210.4,109.0,31.87,285.5,105.0,23.09,141.5,,5.82,12.3,3.0,3.32,4.0,0
2798,NE,85.0,area_code_415,false,False,0.0,270.7,85.0,,517.8,,41.07,,,7.43,5.4,,1.46,0.0,0
2799,AZ,,510,NO,False,,206.1,97.0,34.18,,77.0,20.04,218.8,108.0,,14.4,12.0,3.89,0.0,0
2800,SD,221.0,area_code_510,No,True,24.0,186.5,,32.72,227.4,92.0,20.31,206.7,103.0,,2.4,3.0,0.65,0.0,0
2801,UNKNOWN,,510,FALSE,False,,,146.0,24.02,160.9,109.0,13.03,194.1,,8.44,8.3,2.0,2.24,3.0,0
2802,UNKNOWN,117.0,area_code_408,0,,0.0,163.2,104.0,25.25,202.2,,15.34,290.9,111.0,12.2,13.8,2.0,3.73,1.0,0
2803,MA,19.0,area_code_415,False,True,29.0,138.4,94.0,22.48,135.0,60.0,10.23,162.5,,,,4.0,2.7,0.0,0
2804,IN,115.0,area_code_415,false,False,0.0,237.5,101.0,35.05,,60.0,,210.2,82.0,,12.3,4.0,3.32,,1
2805,UNKNOWN,54.0,area_code_415,False,False,0.0,267.2,,,,156.0,9.65,270.7,117.0,11.42,11.7,3.0,3.16,,0
2806,ND,81.0,area_408,1,True,37.0,245.1,76.0,37.09,264.1,125.0,20.67,269.2,120.0,,7.9,3.0,2.13,1.0,0
2807,CT,64.0,area_code_415,TRUE,False,0.0,238.7,134.0,38.48,102.4,87.0,9.24,136.6,132.0,,17.3,9.0,4.67,4.0,1
2808,MD,68.0,area_code_408,No,False,,146.2,106.0,24.26,208.9,131.0,,111.9,103.0,4.69,12.3,3.0,3.32,,0
2809,AR,,,FALSE,True,,223.9,95.0,40.11,265.7,108.0,22.1,234.4,106.0,,,8.0,2.4,3.0,0
2810,VA,114.0,area_code_415,0,True,34.0,121.2,64.0,17.57,237.6,84.0,17.59,286.0,68.0,11.73,,16.0,2.81,5.0,0
2811,VA,,area_code_415,0,,0.0,192.4,151.0,30.8,288.5,127.0,22.31,185.2,105.0,7.58,,9.0,2.75,1.0,0
2812,DE,,area_code_415,FALSE,,30.0,235.4,94.0,42.53,,91.0,13.84,223.5,98.0,10.57,9.5,3.0,2.57,,0
2813,UNKNOWN,,area_code_415,False,True,,207.1,126.0,,,125.0,27.16,222.7,125.0,9.22,,2.0,3.73,1.0,0
2814,MD,176.0,,,False,0.0,192.3,101.0,32.56,154.7,78.0,12.48,349.1,79.0,,,2.0,2.43,1.0,0
2815,VT,131.0,415,0,False,0.0,172.1,73.0,,176.4,116.0,13.73,133.1,94.0,5.55,,6.0,1.97,,0
2816,KY,105.0,area_code_415,,False,0.0,,134.0,,,84.0,28.5,269.1,122.0,13.37,10.3,3.0,2.78,,0
2817,UNKNOWN,50.0,408,False,False,0.0,,107.0,32.78,,118.0,5.23,202.7,99.0,,8.7,3.0,2.35,1.0,0
2818,MS,124.0,area_code_415,FALSE,False,0.0,,85.0,42.25,215.4,98.0,17.99,185.5,,8.27,11.1,6.0,3.0,3.0,0
2819,UNKNOWN,79.0,area_code_510,Yes,False,0.0,527.0,113.0,88.65,210.6,,,175.6,121.0,7.77,11.9,3.0,3.21,2.0,1
2820,UNKNOWN,141.0,area_code_408,FALSE,False,,528.4,90.0,101.08,,101.0,,212.6,72.0,,9.6,3.0,2.59,0.0,1
