ID,Post description
1698,"Organisasi Kesehatan Dunia (WHO) pada tanggal 23 Juli 2022 telah menetapkan cacar monyet atau Monkeypox sebagai darurat kesehatan global. Dan pada tanggal 19 Agustus 2022, kasus pertama cacar monyet atau monkeypox telah ditemukan di Indonesia. 

Cacar monyet adalah penyakit zoonosis yang disebebkan oleh infeksi virus monkeypox. Pada awalnya, penyakit cacar monyet memiliki gejala yang serupa dengan cacar air yaitu bintil berair. Yuk simak informasi seputar pengertian dan gejala dari cacar monyet pada postingan ini. 

Dengan ditetapkannya penyakit cacar monyet sebagai darurat kesehatan global, kita perlu waspada dan tetap menjaga kesehatan agar terhindar dari penyakit berbahaya ini. 

-
Cek jadwal dan buat jadwal konsultasi dokter jauh lebih mudah melalui : 
-website (klik link pada bio instagram)
-mobile apps : Halo Hermina
-call center : 1500488

#monkeypox #cacarmonyet #viralindonesia #rsuherminamakassar #HerminaHospitals"
3952,"Hai sobat sehat 👋

Monkeypox atau cacar monyet bisa menyerang siapa saja.

Oleh karena itu, kamu perlu mengetahui beberapa hal mengenai Monkeypox agar bisa terhindar dari penyakit ini.

Apa saja yang perlu diketahui tentang Monkeypox?

Yuk simak pada infografis diatas 😉

#Monkeypox #cegahmonkeypox #GejalaMonkeypox #Infokesehatan #DinasKesehatan #DKIJakarta #SuksesJakartaUntukIndonesia"
378,"Salah satu penyakit langka yang ditularkan dari virus hewan ke manusia adalah Cacar Monyet. Apa sih Cacar Monyet itu?
.
#monkeypox #virus #cacarmonyet #organisasikesehatandunia"
2452,"Kenapa harus join AFC? Ini nih alesannya bestie, banyak banget kan benefit atau manfaatnya🥰😍 yuk colek mimin di dm kalau mau tanya2 dulu juga boleehhhh banget

#utsukushhii #afclifescience #afclifescienceid #senseisuru #sopsubarashi #sopsubarashijkt #manfaatsenseisuru #antiaging #skincare #jakarta #senseisuruafc #afc #like #follow #comment #share #covid19 #covid #covid19indonesia #tubuh #utsukushhiijkt #utsukushhiijakarta #semangat #manfaatutsukushhii #senseisurujkt #monkeypox #cacarmonyetjakarta #promoruby #promorubyafc #promoafclifescience"
6347,"WASPADA! Monkeypox semakin meresahkan!

Belakangan ini penyakit Monkeypox sedang heboh diperbincangkan. Tentunya hal ini membuat masyarakat menjadi resah. Swipe untuk melihat informasi selengkapnya yaa Sobat Sehat!

Jika Anda merasakan gejala yang mengarah ke penyakit cacar monyet, jangan ragu untuk melakukan pemeriksaan ke dokter ya Sobat Sehat agar bisa mendapatkan penanganan yang tepat. Stay safe 💛💚💛💚

#cacarmonyet #cacar #monkeypox #mpox #infokesehatan #tipskesehatan #ApotekK24 #K24ApoteknyaIndonesia #SobatSehat #K2429Agustus24 #K24West29Agustus24"
4883,"Cacar monyet atau monkeypox saat ini masih menghantui masyarakat Indonesia. Karenanya Sobat Sehat harus waspada dan mengetahui gejala-gejalanya agar bisa melakukan deteksi dan upaya pencegahan sedini mungkin. Swipe untuk melihat gejalanya yaa Sobat!

Berbagai produk kesehatan yang Anda butuhkan tersedia di Apotek K-24 & K24Klik. Jangan ragu untuk melakukan konsultasi dengan apoteker kami ya Sobat!

#cacarmonyet #monkeypox #mpox #infosehat #infokesehatan #SobatSehat #ApotekK24 #K24ApoteknyaIndonesia #K249November23 #K24West9November23"
6820,"Para prevenir el contagio de la enfermedad Mpox, el Ministerio de Salud ha reactivado el control de salud para los viajeros internacionales (ciudadanos indonesios y extranjeros) que ingresarán a Indonesia, mediante la cumplimentación de un formulario de autodeclaración electrónica denominado SATUSEHAT Health Pass.

El SATUSEHAT Health Pass es obligatorio para los viajeros y debe completarse en el siguiente enlace: https://sshp.kemkes.go.id, que es una plataforma web, por lo que los viajeros no necesitan descargar una nueva aplicación. 

Para evitar la acumulación de pasajeros en los puntos de entrada del país, el SATUSEHAT Health Pass debe completarse al momento del check-in en la salida.

La implementación del SATUSEHAT Health Pass para los viajeros internacionales puede comenzar a partir del 27 de agosto de 2024.

___

Untuk mencegah penularan penyakit Mpox, Kementerian Kesehatan mengaktifkan kembali skrining kesehatan pada pelaku perjalanan luar negeri (WNl dan WNA) yang akan masuk ke lndonesia, dengan mengisi formulir swadeklarasi elektronik bernama SATUSEHAT Health Pass.

SATUSEHAT Health Pass wajib diisi oleh pelaku perjalanan pada domain: https://sshp.kemkes.go.id yang berbasis website, sehingga pelaku perjalanan tidak perlu mengunduh aplikasi baru.

Untuk mencegah penumpukan penumpang di pintu masuk negara, maka SATUSEHAT Health Pass perlu diisi saat check-in di keberangkatan.

Penerapan SATUSEHAT Health Pass pada pelaku perjalanan luar negeri dapat mulai dijalankan per 27 Agustus 2024."
2460,"*WASPADA KASUS CACAR MONYET DITEMUKAN DI INDONESIA, PASTIKAN DAYA TAHAN TUBUH ANDA TETAP TERJAGA*

Dilansir dari portal berita jawapos.com pada 24 Agustus 2022, Kementerian Kesehatan Indonesia mengonfirmasi kasus cacar monyet pertama di Indonesia ditemukan pada 20 Agustus 2022 lalu. Kemenkes yang dikutip dari health.detik.com menegaskan penyakit cacar monyet menular lewat kontak dekat seperti bersalaman, berpelukan, dan kontak dengan benda-benda milik pasien yang terinfeksi. 

Bagi yang terinfeksi, cacar monyet memiliki gejala di antaranya demam, sakit kepala parah, lemas, ruam, nyeri otot dan sakit punggung, kelelahan, dan gangguan pernapasan. Cegah penyebaran infeksi cacar monyet menurut cnbcindonesia.com antara lain dengan menjaga kebersihan tangan, hindari kontak langsung dengan tikus atau primata, masak bahan makanan dengan baik, tingkat daya tahan tubuh, dll. 

Mengonsumsi air hidrogen yang kaya antioksidan dapat membantu meningkatkan daya tahan tubuh dan membantu mencegah penyebaran virus. Penelitian International Journal of Biological Sciences (2019) menyatakan air hidrogen adalah antioksidan alami bermanfaat membantu pemulihan penyakit, membantu mendetoksifikasi dan membantu hidrasi sel, serta membantu memperkuat sistem kekebalan tubuh. 

Pada penelitian lainnya, Jurnal SOJ Microbiology & Infectious (2017) mengungkapkan molekul hidrogen dapat secara signifikan membantu menurunkan ekspresi gen terkait peradangan dan membantu melindungi dari infeksi virus. 

Rasakan manfaat air hidrogen dari Hydro-Gen Fontaine PEM & Inhaler yang menggunakan teknologi Proton Exchange Membrane menghasilkan air hidrogen berkadar 1500 ppb dan Esteo Hydro-Gen Mist yang memproses air mineral menjadi air hidrogen berkadar 1000 ppb untuk membantu meningkatkan daya tahan tubuh dan membantu mencegah penyebaran virus.

#lwg #hydrogenfontainepeminhaler #esteohydrogenmist #testimonihydrogenfontainepeminhaler #testimoniesteohydrogenmist #cacarmonyet #monkeypox"
7914,"Selamat Pagi!

Pada 14 Agustus 2024, Badan Kesehatan Dunia (WHO) menetapkan Mpox sebagai Public Health Emegency of International Concern atau kedaruratan kesehatan masyarakat yang menjadi perhatian global.
Kenapa situasi ini menjadi darurat?

🔹 Sudah ada 99 ribu kasus Mpox dengan 208 kematian terjadi di seluruh dunia
🔹 Ada varian Mpox baru yang lebih mudah menular dan sebabkan gejala lebih berat
🔹 Di Indonesia sudah terdeteksi 88 kasus Mpox

Lalu bagaimana cara tepat untuk menghadapinya?

#HDI #HDISampit #Sampit #HDIWillToWin #Mpox #MonkeyPox #Cacarmonyet #kesehatan #infokesehatan #informasikesehatan"
4022,"Hallo Sobat Gambir🙋‍♂️🙋‍♀️

Ngomong-ngomong tentang monkeypox, apa nih yg kalian uda tau? 

Nah, buat Sobat Gambir yang belum tau. Yuk, baca bareng poster digital yang uda kita buat😁

Kalo uda baca, jangan lupa like & share ya biar makin banyak yg tau infonya

Salam sehat😉

#monkeypox #virusmonkeypox #puskesmaskecamatangambir #kecamatangambir"
7877,"""𝗪𝗮𝘀𝗽𝗮𝗱𝗮 𝗠𝗼𝗻𝗸𝗲𝘆𝗽𝗼𝘅: 𝗣𝗲𝗻𝘆𝗮𝗸𝗶𝘁 𝗠𝗲𝗻𝘂𝗹𝗮𝗿 𝘆𝗮𝗻𝗴 𝗛𝗮𝗿𝘂𝘀 𝗗𝗶𝘄𝗮𝘀𝗽𝗮𝗱𝗮𝗶!""
Monkeypox atau cacar monyet adalah penyakit langka yang ditularkan melalui kontak erat dengan hewan atau manusia yang terinfeksi. Gejala umumnya meliputi demam, ruam, dan pembengkakan kelenjar getah bening. 

Tetap jaga diri dan waspada terhadap Monkeypox, penyakit menular yang dapat menyerang siapa saja. Yuk, baca postingan ini untuk tahu lebih banyak tentang cara penularan, gejala, dan pencegahannya! Jangan lupa sebarkan informasi ini agar orang-orang di sekitar kita lebih paham dan terlindungi.

#rsiarespatitsm #rsiarespatitasikmalaya #monkeypox #monkeypoxvirus #tasikmalaya"
7976,"Celik minda dan ambil langkah berjaga-jaga dalam menangani penularan mpox.

Lindungi Diri Cegah Mpox.

Kesihatan kita tanggungjawab kita.

#mpox #MalaysiaSihat

Sumber:
Bahagian Pendidikan Kesihatan, KKM
t.me/sihatmilikbersama"
995,"ANTISIPASI CACAR MONYET! JAGA KEBERSIHAN TANGAN & TINGKATKAN IMUN TUBUH DENGAN MANFAAT AIR HIDROGEN

WHO menetapkan cacar monyet atau monkeypox sebagai keadaan darurat kesehatan global. Gejala khas cacar monyet yakni munculnya bintik-bintik di telapak tangan kaki yang disertai sakit kepala, demam lebih dari 38 derajat, dan pembengkakan kelenjar getah bening.

Bagi pemilik daya tahan tubuh lemah bintik-bintik di kulit berpotensi menimbulkan komplikasi seperti peradangan paru, sepsis, hingga peradangan otak. 

Cara mencegah terinfeksi wabah cacar monyet antara lain menjaga kebersihan tangan, hindari kontak langsung dengan tikus atau primata, masak bahan makanan dengan baik, tingkatkan daya tahan tubuh, dll.

Penelitian International Journal of Biological Sciences (2019) menyatakan hidrogen adalah antioksidan alami bermanfaat membantu pemulihan penyakit, membantu mendetoksifikasi dan membantu hidrasi sel, serta membantu memperkuat sistem kekebalan tubuh. 

Dan pada penelitian Jurnal SOJ Microbiology & Infectious (2017) mengungkapkan molekul hidrogen dapat secara signifikan membantu menurunkan ekspresi gen terkait peradangan dan membantu melindungi dari infeksi virus. 

Pastikan untuk selalu konsumsi air hidrogen dari Hydro-Gen Fontaine PEM & Inhaler untuk membantu memperkuat daya tahan tubuh Anda dan selalu gunakan Esteo Hydro-Gen Mist untuk bantu jaga kebersihan tangan dan bantu lindungi diri Anda dari virus. 

#livewellglobal #Hydrogenfontainepeminhaler #testimonihydrogenfontainepeminhaler #esteohydrogenmist #testimoniesteohydrogenmist #airhidrogen #cacarmuka #monkeypox"
5884,"Waspada Monkeypox! 
Kenali lebih lanjut apa itu Monkeypox

#rumahsakitfmc #monkeypox

Informasi lebih lanjut mengenai Rumah Sakit FMC silahkan hubungi
.
☎️ 0251 - 8665000
☎️ 0251 - 865 2391
WA 0857 3225 2991

.
Atau kunjungi Website kami Di 
www.rsfmed.co.id
.
Follow Kami:
Instagram = @rumahsakit_fmc
Facebook = Rumah Sakit FMC"
2801,"Hai Sahabat Kaef,

Cacar monyet dapat berpotensi tinggi menyerang manusia dari berbagai usia baik dari bayi hingga dewasa terutama bagi orang dengan gangguan kekebalan tubuh yang melakukan kontak erat dengan orang lain yang telah terinfeksi virus tersebut.

Ada 3 masa penularan cacar monyet yang harus kamu simak dalam infografis diatas.

#CacarMonyet
#Monkeypox
#BeraniCheckUp
#LabKlinikKimiaFarma
#kimiafarmadiagnostika"
5183,"Jakarta. Monkeypox pernah ditetapkan sebagai Public Health Emergency of International Concern (PHEIC) oleh Badan Kesehatan Dunia (World Health Organization/WHO) pada tanggal 23 Juli 2022. Saat ini status PHEIC telah dicabut pada tanggal 11 Mei 2023. Meskipun demikian, kasus masih terus dilaporkan oleh berbagai negara. Jumlah kumulatif kasus sejak 1 Januari 2022 hingga 26 September 2023 sebanyak 90.618 kasus dengan 157 kematian yang dilaporkan dari 115 negara dengan dua regional yang melaporkan kasus paling banyak pada bulan September yaitu Pasifik Barat (51,9%) dan Asia Tenggara (18,1%).
Indonesia pernah melaporkan kasus Monkeypox pertama pada tanggal 20 Agustus 2022, kemudian pada tanggal 13 Oktober 2023 kembali melaporkan 1 kasus Monkeypox tanpa ada riwayat perjalanan dari negara terjangkit (transmisi lokal). Sampai 5 November 2023, di Indonesia dilaporkan kasus konfirmatif Monkeypox sebanyak 34 orang.

Merespon kemungkinan terjadinya peningkatan kasus Monkeypox, pada tanggal 5-8 November 2023 telah dilakukan Workshop Deteksi Molekuler Monkeypox yang dilaksanakan di Laboratorium Nasional Prof. Sri Oemijati, Pusat Kebijakan Sistem Ketahanan Kesehatan dan Sumber Daya Kesehatan (Pusjak SKK dan SDK) Badan Kebijakan dan Pembangunan Kesehatan Kementerian Kesehatan RI. Pelatihan ini diikuti oleh salah satu staf laboratorium virologi BTKLPP Ambon dan 17 peserta lain dari BBTKL, Balai Besar/Balai Loka serta Labkesda DKI Jakarta.

Menindaklanjuti kegiatan workshop tersebut maka laboratorium virologi BTKLPP Ambon  melakukan optimasi dan verifikasi peralatan serta reagen pemeriksaan Monkeypox secara molekuler dan telah siap melakukan pemeriksaan Monkeypox di wilayah layanan BTKLPP Ambon. (SG)

Berita ini disiarkan oleh BTKLPP Ambon. BTKLPP Ambon menuju Pembangunan Zona Integritas Wilayah Bebas dari Korupsi dan Wilayah Birokrasi Bersih dan Melayani. BTKLPP Ambon tidak menerima gratifikasi dalam bentuk apapun. Informasi lebih lanjut dapat menghubungi chat via whatsapp 0812-6886-4065 (pelayanan publik) atau email humas@btklambon.go.id 

#monkeypox #pelatihan #workshop #LabOemijati"
5859,"Dilansir dari berbagai sumber, Penyakit monkeypox terkonfirmasi masih berada di Indonesia.
Hingga tanggal 17 Agustus 2024, berdasarkan data terbaru Kemenkes terkonfirmasi 88 kasus monkeypox atau cacar monyet di Indonesia.
Selama tahun 2022 sampai 2024, kasus ini meningkat pada bulan Oktober 2023.

Lalu, apa saja yang harus dilakukan dan bagaimana pencegahannya?

Yuk simak penjelasan mincall..

Call Center 112 Cepat, Mudah, tersedia 24 jam dan pastinya Aman..

Darurat? 112 Ajahh...

#Monkeypox #Darurat112aja #Callcenter112smg #CC112semarang #callcenter112semarang #commandcentersemarang #diskominfokotasemarang #semarangpemkot #pemerintahkotasemarang #bergerakbersama #semarangsemakinhebat #KotaSemarang #Semarangsimpulekonomijawa
reposted from @112semarang 
----
@mbakitasmg
@iswaraminuddin
@sttrimulyono
@alfridaverys
@d.enggar.d
@pemerintahkotasemarang
@semarangpemkot
@kecgunungpati
----
#semarangpemkot
#pemerintahkotasemarang
#bergerakbersama
#semarangsemakinhebat
#banggasemarang
#semarang2024
#semarangkondang
#KecamatanGunungpati
#nusantarabaruindonesiamaju"
4337,"Monkeypox atau cacar monyet bisa menyerang siapa saja, lho!

Oleh karena itu, kita perlu mengetahui beberapa hal mengenai Monkeypox agar bisa terhindar dari penyakit ini. Selain itu, kamu juga bisa berperan aktif untuk melindungi orang-orang tersayang di sekitar kamu untuk terhindar dari virus ini. 

Bahkan, kamu yang memiliki risiko untuk tertular sudah bisa skrining dan vaksin segera.

Mau tahu seperti apa Monkeypox atau cacar monyet, bagaimana cara mengatasinya, serta mendapatkan vaksinnya? Simak infografis di atas ya!

Sumber: @dinkesdki 

#dkijakarta #suksesjakartauntukindonesia #jagajakarta #jakartauntukasean #monkeypox #cacarmonyet #vaksincacarmonyet
Reposted from @dkijakarta"
6957,"Cacar monyet bisa menyebar dengan cepat. Tapi, memangnya gimana sih cara penyebarannya?
Lakukan beberapa tips berikut agar Anda dan keluarga tetap aman terlindungi!

Jangan lupa jaga daya tahan tubuh agar terhindar dari berbagai macam penyakit yaa Sobat Sehat! Berbagai produk kesehatan yang Anda butuhkan tersedia di Apotek K-24 & K24Klik. Komplit 24 jam 💛💚💛💚

#monkeypox #cacarmonyet #mpox #infokesehatan #tipskesehatan #ApotekK24 #K24ApoteknyaIndonesia #SobatSehat"
5647,"PESTIGO Bangga Menjadi Bagian APMA & ASPPHAMI.

Ini adalah bukti nyata keseriusan PESTIGO dalam dunia Pest Management, untuk terus berinovasi, dan berkomitmen untuk memberikan layanan terbaik yang sesuai dengan standar tertinggi. 

Keanggotaan ini memastikan layanan PESTIGO tidak hanya mematuhi regulasi, tetapi juga terus meningkatkan kualitas melalui pelatihan dan sertifikasi.

Dengan standar tinggi ini, PESTIGO siap memberikan perlindungan terbaik untuk lingkungan dan kesehatan Anda.

GO GO GO PESTIGO 💚
Dari Kita untuk Indonesia 🇮🇩❤️

#Basminyamuktanpaasap #Antirayaptanpangebor #Daribogoruntukindonesia #yourpestsolutions #pengendalianhama #pestmanagement #pestmanagementexpert #pestcontrol #monkey #monkeypox #cacar #cacarmonyet #APMA #ASPPHAMI"
5637,"Dilansir dari Kemenkes, per 14 Agustus 2024 ini, Monkey Pox telah mencapai 99.388 kasus & tercatat sudah terjadi 208 kematian secara global. Di Indonesia sendiri, kasus kejadiannya paling banyak terjadi di area Jakarta. (Periode 2022-2024). 

Jangan anggap remeh mpox karena penyakit ini udah jadi darurat kesehatan global. Yuk, lindungi diri & keluarga dengan membatasi kontak dengan suspek atau dengan hewan yang berisiko menularkan. Bersihkan dan disinfeksi lingkungan yang bisa saja terkontaminasi virus ini. Segera lapor ke faskes terdekat jika terjadi gelaja. 

Semoga kita semua dilindungi dari bahaya Mpox dan selalu diberikan kesehatan. Jangan lupa untuk tetap waspada dan menjaga diri dengan baik ya, MomDad. Salam sehat! 💙

Konten ini telah divalidasi oleh dr. Lucyana Alim Santoso, Sp.A

#PrimaKu #AdauntukMomDad 
#monkeypox #Cacarmonyet"
7634,"⚠️Waspada MPOX!

Pada tanggal 14 Agustus 2024, WHO menetapkan Monkey Pox (MPOX) menjadi Public Health
Emergency of International Concern (PHEIC). Mari kita tingkatkan kewaspadaan dengan mengetahui gejala, cara penularan, kelompok berisiko, dan cara pencegahannya melalui postingan berikut.

Salam Sehat, Sobat Sehat!!

#mpox #monkeypox #waspada #pheic"
3543,"Holla Sobat Sippol! Beli produk personal care berkualitas hanya dengan 12 ribu saja? Emang ada? Ya, dengan 12 ribu, Sobat Sippol bisa dapetin Sippol Travel Kit yang bisa kalian bawa saat liburan, lho! 😍 Ga cuman itu aja, Sobat Sippol juga bisa mendapatkan berbagai macam Sippol Hand Sanitizer dengan 12 ribu-an saja! Wow, menarik kan? Yuk, segera serbu hanya di official marketplace Shopee dan Tokopedia Sippol Mart! 💖😉
_______________________

Temukan produk sanitasi Sippol di official store kami:

✅ Tokopedia: Sippol Mart
✅ Shopee: sippolmart

Atau kunjungi toko fisik Sippol Mart di kota:

📍Surabaya
📍Jakarta
📍Bali
📍Lampung
📍Medan
📍Semarang
📍Padang
📍Banjarmasin
📍Balikpapan
📍Purwokerto

Info lebih lanjut hubungi WA: 0878 0001 6119
_______________________

#Oxycan #Sippol #SippolSamator
#HandSanitizer #Disinfectant #HealthyWithSippol #LawanKuman #LawanBakteri #StayHealthy #KeluargaSehat #hidupbersihdansehat #Perhydrol #mouthwash #PersonalCare #HomeCare #monkeypox"
4986,"1 orang warga Kota Cirebon terkonfirmasi positif Monkeypx atau Mpox alias cacar monyet, virus emerging zoonosis yang baru-baru ini merebak di sejumlah kota.

Pasien terkonfirmasi positif Monkey Pox atau Mpox pertama di Kota Cirebon ini, kini sudah ditangani dan menjalani isolasi di Rumah Sakit Daerah (RSD) Gunung Jati.

Sekretaris Daerah, Agus Mulyadi menjelaskan, kejadian ini diketahui kader, kemudian dilakukan pengecekan puskesmas dan swab nasofaring sekitar tanggal 23 Oktober 2023.

""Selasa terkonfirmasi positif dan sudah dilakukan penanganan,"" kata Agus Mulyadi, kepada radarcirebon.com, Kamis, 9, November 2023.
.
Menurut dia, pasien ini dilakukan isolasi di RSD Gunung Jati karena tidak memungkinkan melakukan isolasi mandiri di rumah.

“Untuk Kota Cirebon terdapat 1 kasus terkonfirmasi. Tapi ada suscpect dari anggota keluarga sebanyak 4 orang, dengan yang menunjukkan gejala 1 orang,” katanya.

Untuk itu, tindakan pencegahan dilakukan. Termasuk rapat sosialisasi mengundang dinas teknis, lurah, camat agar dapat memberikan pemahaman terkait kasus Monkey Pox baik pencegahan maupun penanganan.

""Penularannya bisa kontak langsung, droplet juga. Untuk mencegah penularan, kita isolasi pasien,"" tuturnya.
.
.
Berita selengkapnya kunjungi Instastory @radarcirebon lalu KLIK TAUTAN!! 
.
.
#radarcirebon #kotacirebon #monkeypox #monkeypoxvirus"
